Id,Date,Nmin0-3,Nmin3-6,Nmin6-9,Nmin9-12,Nmin12-15,Nmin15-20,M,Water0-3,Water3-6,Water6-9,Water9-12,Water12-15,Water15-20
ALLE,10011980,10,8,5,1,1,1,1,0.700,0.660,0.666,0.800,0.800,0.200
